Code article;Désignation;Marque;Famille;Uvc;TVA;Prix d'achat;Marge;Prix de vente HT;Emplacement;Compte comptable achat;Compte comptable vente;Code barre;Code barre Fabricant;Stock
A9016710910;PARE-BRISE V DEGRADE;MERCEDES;DIVERS;Unitaire;20;0,00 €;0;188.15;;607;707;;;0
8200015452;PARE-BRISE ATHERMIQUE (CLAIR);RENAULT;DIVERS;Unitaire;20;0,00 €;0;509.07;;607;707;;;0
51312993184;PARE-BRISE V DEGRADE CAPTEUR PLUIE;BMW;DIVERS;Unitaire;20;0,00 €;0;456.96;;607;707;;;0
561014E905;PARE-BRISE V CAPTEUR PLUIE (TETE HAUTE/ANTI UV);TOYOTA;DIVERS;Unitaire;20;0,00 €;0;826.58;;607;707;;;0
PARE BRISE TOYOTA  AVENSIS +MO;PARE BRISE TOYOTA  AVENSIS +MO;DIVERS;DIVERS;;20;0,00 €;100;291.6667;;607;707;;;0
PARE BRISE RENAULT CLIO III SIMPLE + MO;PARE BRISE RENAULT CLIO III SIMPLE + MO;DIVERS;DIVERS;;20;0,00 €;100;166.6667;;607;707;;;0
PARE BRISE POLO V SIMPLE + MO;PARE BRISE POLO V SIMPLE + MO;DIVERS;DIVERS;;20;0,00 €;100;166.6667;;607;707;;;0
PARE-BRISE V ATHERMIQUE ;PARE-BRISE V ATHERMIQUE (YC EMBASE/INTERMIT.4VITES);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;453.32;;607;707;;;0
86130A4000;ENJOLIVEUR PARE-BRISE;KIA;DIVERS;Unitaire;20;0,00 €;0;82.44;;607;707;;;0
86111A4170;PARE-BRISE V DEGRADE CHAUFFANT CAPT/PLUIE (+EMB/ANTI-BUEE/CHANG-VOIE);KIA;DIVERS;Unitaire;20;0,00 €;0;851.61;;607;707;;;0
1620361280;PARE-BRISE V CAPTEUR PLUIE (YC CALES/ACOUSTIQUE);CITROEN;DIVERS;Unitaire;20;0,00 €;0;773.72;;607;707;;;0
BP4P50601A;ENJOLIVEUR PARE-BRISE;MAZDA;DIVERS;Unitaire;20;0,00 €;0;74.09;;607;707;;;0
BP4K63900C;PARE-BRISE V (YC ENJOLIVEUR);MAZDA;DIVERS;Unitaire;20;0,00 €;0;365.03;;607;707;;;0
561010F191;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (ELECTROCH/CAMERA/MARQU=A6);TOYOTA;DIVERS;Unitaire;20;0,00 €;0;476.51;;607;707;;;0
1617361880;PARE-BRISE V CAPTEUR PLUIE (EQUIP.CAMERA/ACOUSTIQUE);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;603.76;;607;707;;;-1
8R0845099HNVB;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC EMB.RET);AUDI;DIVERS;Unitaire;20;0,00 €;0;580.7;;607;707;;;0
2E0845099G;PARE-BRISE V (YC EMBASE/ELECTROCHROME);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;486.57;;607;707;;;0
6300AGSV1C;Pare-brise vert solar;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;315.74;;607;707;;;0
7261300Q3L;PARE-BRISE V CAPTEUR PLUIE (POUR FOURG AR VITREE);NISSAN;DIVERS;Unitaire;20;0,00 €;0;601.11;;607;707;;;0
DEFLECTEUR AVG C3 III;DEFLECTEUR AVG C3 III;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
DEFLECTEUR AVD CLIO IV;DEFLECTEUR AVD CLIO IV;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
86111S1200;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (C.BUE/DEG/ACOUST/TET.HAUT);HYUNDAI;DIVERS;Unitaire;20;0,00 €;0;1867.43;;607;707;;;0
A2036704801;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (VITRAGE INTEGRAL);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;310.34;;607;707;;;-1
LOT DE VITRE MOBILE;LOT DE VITRE MOBILE;DIVERS;DIVERS;;20;0,00 €;100;526.4167;;607;707;;;0
4 PNEUS 255/35/19 DUNLOP;4 PNEUS 255/35/19 DUNLOP;DIVERS;DIVERS;;20;0,00 €;100;750;;607;707;;;0
5611774010;JOINT PARE-BRISE INF;TOYOTA;DIVERS;Unitaire;20;0,00 €;0;17;;607;707;;;0
5612174010;JOINT PARE-BRISE SUP;TOYOTA;DIVERS;Unitaire;20;0,00 €;0;58.12;;607;707;;;0
5610174050;PARE-BRISE V CAPTEUR PLUIE (CLIM AUTO/YC JT+CALES);TOYOTA;DIVERS;Unitaire;20;0,00 €;0;368.92;;607;707;;;0
5 DEFLECTEUR AVD C3 III;5 DEFLECTEUR AVD C3 III;DIVERS;DIVERS;;20;0,00 €;100;69;;607;707;;;0
46795551;JOINT PARE-BRISE;ALFA-ROMEO;DIVERS;Unitaire;20;0,00 €;0;101.44;;607;707;;;0
5615312010;ENJOLIVEUR INF PARE-BRISE;TOYOTA;DIVERS;Unitaire;20;0,00 €;0;103.8;;607;707;;;0
5610102Q01;PARE-BRISE V CHAUFFANT CAPTEUR PLUIE (+ENJ+JT/EQUIP.CAMERA);TOYOTA;DIVERS;Unitaire;20;0,00 €;0;599.44;;607;707;;;0
A1776707700;PARE-BRISE V CAPTEUR PLUIE (REGUL.DISTANCE(DISTRONIC));MERCEDES;DIVERS;Unitaire;20;0,00 €;0;364.04;;607;707;;;0
7310AGACMVZ1C;Pare-brise vert;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;571.16;;607;707;;;0
4 PNEUS 215/60/16C;4 PNEUS 215/60/16C MICHELIN;DIVERS;DIVERS;;20;0,00 €;100;566.6667;;607;707;;;0
8596AGSGYMVWZ1W;Pare-brise vert dégradé gris;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;699.66;;607;707;;;0
6211047040;GLACE FIXE V AILE AVD (ANTI-UV);TOYOTA;DIVERS;Unitaire;20;0,00 €;0;48.41;;607;707;;;0
7553305030;ENJOLIVEUR PARE-BRISE;TOYOTA;DIVERS;Unitaire;20;0,00 €;0;38.82;;607;707;;;0
5610105340;PARE-BRISE V CAPTEUR PLUIE (+ENJ/ELECTROCH/FEU AUTO);TOYOTA;DIVERS;Unitaire;20;0,00 €;0;466.1;;607;707;;;0
5610102L70;PARE-BRISE V (AVEC REGARD VIN);TOYOTA;DIVERS;Unitaire;20;0,00 €;0;578.25;;607;707;;;-1
JOINT INF PARE-BRISE;JOINT INF PARE-BRISE;CITROEN;DIVERS;Unitaire;20;0,00 €;0;65.63;;607;707;;;0
958845099;PARE-BRISE V CAPTEUR PLUIE (DEGR/AFF.LIMIT-VITESSE);PORSCHE;DIVERS;Unitaire;20;0,00 €;0;710.66;;607;707;;;0
A9106700500;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (EQUIP.RETRO.INT/DEGRADE);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;527.66;;607;707;;;0
5363ACCMVZ;Pare-brise clair;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;657.41;;607;707;;;0
4K0845099RNVB;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (+EMB/ENJ.SUP/EQUIP.CAMERA);AUDI;DIVERS;Unitaire;20;0,00 €;0;765.9;;607;707;;;0
8K5845205E;GLACE MOBILE V ATHERMIQUE PTE ARG;AUDI;DIVERS;Unitaire;20;0,00 €;0;105.8;;607;707;;;0
8K5845299GNVB;GLACE FIXE V ATHERMIQUE CUSTODE G (ENJ.METAL BRILLANT);AUDI;DIVERS;Unitaire;20;0,00 €;0;107.2;;607;707;;;0
REMPLACER GLACE MOBILE ARG ;REMPLACER GLACE MOBILE ARG ;DIVERS;DIVERS;;20;0,00 €;100;79;;607;707;;;0
LOT DE 10 PARE BRISE AUDI A6;LOT DE 10 PARE BRISE AUDI A6;DIVERS;DIVERS;;20;0,00 €;100;833.3333;;607;707;;;0
LOT DE 10 PARE BRISE MERCEDES W177;LOT DE 10 PARE BRISE MERCEDES W177;DIVERS;DIVERS;;20;0,00 €;100;833.3333;;607;707;;;0
LOT DE 10 PARE BRISE CLIO V CAPT CAM;LOT DE 10 PARE BRISE CLIO V CAPT CAM;DIVERS;DIVERS;;20;0,00 €;100;833.3333;;607;707;;;0
LOT DE VITRE LATERALE ;LOT DE VITRE LATERALE ;DIVERS;DIVERS;;20;0,00 €;100;1250;;607;707;;;0
00008116NQ;PARE-BRISE V ATHERMIQUE (YC CALE);CITROEN;DIVERS;Unitaire;20;0,00 €;0;690.72;;607;707;;;0
20 DEFLECTEUR AVD DS3;20 DEFLECTEUR AVD DS3;DIVERS;DIVERS;;20;0,00 €;100;57.1;;607;707;;;0
8595AGACMVZ6U;Pare-brise vert;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;574.8;;607;707;;;0
9821233480;GLACE MOBILE V PTE ARD (SURTEINTEE);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;169.68;;607;707;;;0
9812719180;LUNETTE V CHAUFFANTE (SURTEINTEE);CITROEN;DIVERS;Unitaire;20;0,00 €;0;312.15;;607;707;;;0
LUNETTE V CHAUFFANTE ;LUNETTE V CHAUFFANTE (SURTEINTEE);CITROEN;DIVERS;Unitaire;20;0,00 €;0;489.56;;607;707;;;0
1609857480;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (ACOUSTIQUE);DS;DIVERS;Unitaire;20;0,00 €;0;586.11;;607;707;;;-3
8P0845099LNVB;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (+EMB+ENJ/DEGRDE/J-N AUTO);AUDI;DIVERS;Unitaire;20;0,00 €;0;533;;607;707;;;-2
51317350597;PARE-BRISE V CAPTEUR PLUIE (SYS.ASSIST.CONDUCTEUR);BMW;DIVERS;Unitaire;20;0,00 €;0;535.7;;607;707;;;0
2187749;PARE-BRISE V CHAUFFANT CAPTEUR PLUIE;FORD (EU);DIVERS;Unitaire;20;0,00 €;0;846.38;;607;707;;;0
3360AGSBLV;Pare-brise vert dégradé bleu;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;339.13;;607;707;;;0
REMPLACEMENT MOTEUR COMPLET +MO;REMPLACEMENT MOTEUR COMPLET +MO;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
1 PARE BRISE LAGUNA 3;1 PARE BRISE LAGUNA 3;DIVERS;DIVERS;;20;0,00 €;100;162.5;;607;707;;;0
1466474;PARE-BRISE V (YC JOINT);FORD (EU);DIVERS;Unitaire;20;0,00 €;0;366.26;;607;707;;;0
MOTEUR M9R782 + MO;MOTEUR M9R782 + MO;DIVERS;DIVERS;;20;0,00 €;100;2790;;607;707;;;0
2477AGACMVZ;Pare-brise vert;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;323.48;;607;707;;;0
9808004080;PARE-BRISE V (ACOUSTIQUE/INTERMITTENT);CITROEN;DIVERS;Unitaire;20;0,00 €;0;607.24;;607;707;;;-2
1853625;PARE-BRISE V CHAUFFANT (YC JOINT/INTERMITTENT);FORD (EU);DIVERS;Unitaire;20;0,00 €;0;831.2;;607;707;;;0
REMPLACEMENT VITRE FIXE AVANT DROITE;REMPLACEMENT VITRE FIXE AVANT DROITE;DIVERS;DIVERS;;20;0,00 €;100;283.3333;;607;707;;;0
5610102P40;PARE-BRISE V CAPTEUR PLUIE (+ENJ+JT/CAMERA/TETE-HAUTE);TOYOTA;DIVERS;Unitaire;20;0,00 €;0;664.41;;607;707;;;0
A4476700401;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (VITRAGE ATHERM.INTEGRALE);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;326.39;;607;707;;;-2
GLACE MOBILE BL ;GLACE MOBILE BL PTE AVG;VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;129.06;;607;707;;;0
561010D231;PARE-BRISE V (YC CALES);TOYOTA;DIVERS;Unitaire;20;0,00 €;0;366.1;;607;707;;;0
VITRE DE CUSTODE G G;VITRE DE CUSTODE G G;DIVERS;DIVERS;;20;0,00 €;100;255.45;;607;707;;;0
ACTIVATEUR DE COLLAGE DE VITRE DE CUSTODE G;ACTIVATEUR DE COLLAGE DE VITRE DE CUSTODE G;DIVERS;DIVERS;;20;0,00 €;100;8.4;;607;707;;;0
PARE BRISE MINI + MO;PARE BRISE MINI + MO;DIVERS;DIVERS;;20;0,00 €;100;275;;607;707;;;0
9808222080;PARE-BRISE V CAPTEUR PLUIE (ACOUST/SYS.FREIN-URGENCE);DS;DIVERS;Unitaire;20;0,00 €;0;508.29;;607;707;;;0
POSE PARE BRISE CLASSE V;POSE PARE BRISE CLASSE V;DIVERS;DIVERS;;20;0,00 €;100;91.6667;;607;707;;;0
04731SMGE01;JOINT PARE-BRISE INF;HONDA;DIVERS;Unitaire;20;0,00 €;0;13.56;;607;707;;;0
73129SMG000;JOINT PARE-BRISE SUP;HONDA;DIVERS;Unitaire;20;0,00 €;0;8.66;;607;707;;;0
73111SMGG22;PARE-BRISE V CAPTEUR PLUIE (ELECTROCHROME);HONDA;DIVERS;Unitaire;20;0,00 €;0;415.33;;607;707;;;0
A4536710200;PARE-BRISE V CAPTEUR PLUIE (AVEC ASS.CHANGEMENT VOIE);SMART;DIVERS;Unitaire;20;0,00 €;0;273.67;;607;707;;;0
2 PARE BRISE CLASSE A 5358AGSMV1B;2 PARE BRISE CLASSE A 5358AGSMV1B;DIVERS;DIVERS;;20;0,00 €;100;65;;607;707;;;0
DEFLECTEUR AVD C3 2758RGSH5FVWZ;DEFLECTEUR AVD C3 2758RGSH5FVWZ;DIVERS;DIVERS;;20;0,00 €;100;55;;607;707;;;0
3024ASMR;Enjoliveur pare-brise;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;101.6;;607;707;;;0
3024AGSBLM1B;Pare-brise vert dégradé bleu;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;671.03;;607;707;;;0
00008744Q6;LUNETTE V CHAUFFANTE;CITROEN;DIVERS;Unitaire;20;0,00 €;0;709.96;;607;707;;;0
8586AGSMVZ1P;Pare-brise vert solar;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;461.1;;607;707;;;0
6044ASMR;Enjoliveur pare-brise;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;98.16;;607;707;;;0
DEFLECTEUR AVG PEUGEOT 307;DEFLECTEUR AVG PEUGEOT 307;DIVERS;DIVERS;;20;0,00 €;100;141.6667;;607;707;;;0
8U0845099ANVB;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (+EMB+ENJ/CLIM.AUTO/BANDE);AUDI;DIVERS;Unitaire;20;0,00 €;0;450.5;;607;707;;;0
POSE PLAQUETTES DE FREIN AR;POSE PLAQUETTES DE FREIN AR;DIVERS;DIVERS;;20;0,00 €;100;112.5;;607;707;;;0
1 POSE PLAQUETTE AV ;1 POSE PLAQUETTES AV ;DIVERS;DIVERS;;20;0,00 €;100;25;;607;707;;;-1
A2466700801;PARE-BRISE V CAPTEUR PLUIE (AVEC TOIT PANORAMIQUE);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;315.93;;607;707;;;0
A6396702501;PARE-BRISE V ATHERMIQUE;MERCEDES;DIVERS;Unitaire;20;0,00 €;0;240.21;;607;707;;;0
8200439482;GLACE V CHAUFFANTE PORTE BATTANTE ARD;RENAULT;DIVERS;Unitaire;20;0,00 €;0;225.73;;607;707;;;0
8200439480;GLACE V CHAUFFANTE PORTE BATTANTE ARG;RENAULT;DIVERS;Unitaire;20;0,00 €;0;252.59;;607;707;;;0
VITRAGE AVANT MERCEDES ;VITRAGE AVANT MERCEDES ;DIVERS;DIVERS;;20;0,00 €;100;160;;607;707;;;0
MERCEDES | A-CLASS | HATCH 5P | W176 2012-2018 | GLACE PORTE;MERCEDES | A-CLASS | HATCH 5P | W176 2012-2018 | GLACE PORTE AVANT DROITE;DIVERS;DIVERS;;20;0,00 €;100;35.6083;;607;707;;;0
CITROEN DS4 PHASE I (11-15) & PHASE II COUPE 5P (15-): DEFLE;CITROEN DS4 PHASE I (11-15) & PHASE II COUPE 5P (15-): DEFLECTEUR PORTE AVANT GAUCHE + ACC.+ ENCAPS.;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
MERCEDES CLASSE A II (W169) 3P/5P (04-12): LUNETTE VERTE CHA;MERCEDES CLASSE A II (W169) 3P/5P (04-12): LUNETTE VERTE CHAUFF. + FEU STOP;DIVERS;DIVERS;;20;0,00 €;100;107.8417;;607;707;;;0
2 PNEUS 235/40/19;2 PNEUS 235/40/19;DIVERS;DIVERS;;20;0,00 €;100;183.3333;;607;707;;;0
pare brise bmw serie 3 +mo;pare brise bmw serie 3 +mo;DIVERS;DIVERS;;20;0,00 €;100;183.3333;;607;707;;;0
CYLINDRE BL;CYLINDRE BLOC;DIVERS;DIVERS;;20;0,00 €;100;750;;607;707;;;0
5439AGSBLM1B;Pare-brise vert dégradé bleu;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;235.88;;607;707;;;0
A1567250110;GLACE MOBILE V PTE AVG;MERCEDES;DIVERS;Unitaire;20;0,00 €;0;81.99;;607;707;;;0
13446942;PARE-BRISE V (+EN.INF+EMB/ASS.CHANG-VOI);OPEL;DIVERS;Unitaire;20;0,00 €;0;560.06;;607;707;;;0
A9066700201;PARE-BRISE;MERCEDES;DIVERS;Unitaire;20;0,00 €;0;244.74;;607;707;;;0
00008569EW;GLACE AR CUSTODE V D;PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;81.05;;607;707;;;0
A4476700201;PARE-BRISE V ATHERMIQUE (VITRAGE ATHERM.INTEGRALE);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;272.53;;607;707;;;0
A9106700100;PARE-BRISE (EQUIP.RETRO.INT);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;490.64;;607;707;;;0
HYUNDAI | I30 | BRK 5P | 2007-2012 | GLACE PORTE AVANT DROIT;HYUNDAI | I30 | BRK 5P | 2007-2012 | GLACE PORTE AVANT DROITE;DIVERS;DIVERS;;20;0,00 €;100;75;;607;707;;;0
ALFA ROMEO MITO 3P (08-16): PORTE AVANT DROITE VERT SOLAR;ALFA ROMEO MITO 3P (08-16): PORTE AVANT DROITE VERT SOLAR;DIVERS;DIVERS;;20;0,00 €;100;58.74;;607;707;;;0
1K0845011BC;PARE-BRISE BL ;VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;500.25;;607;707;;;0
51317388713;JOINT PARE-BRISE SUP;BMW;DIVERS;Unitaire;20;0,00 €;0;23.74;;607;707;;;0
51317388744;PARE-BRISE V CAPTEUR PLUIE (AFFICHAGE TETE HAUTE);BMW;DIVERS;Unitaire;20;0,00 €;0;632.81;;607;707;;;0
7700797664;ENJOLIVEUR PARE-BRISE;RENAULT;DIVERS;Unitaire;20;0,00 €;0;26.16;;607;707;;;0
7701034756;PARE-BRISE V;RENAULT;DIVERS;Unitaire;20;0,00 €;0;160.5;;607;707;;;0
COFFRE AR + PAR CHOC ARR CAROSSERIE;COFFRE AR + PAR CHOC ARR CAROSSERIE;DIVERS;DIVERS;;20;0,00 €;100;1220;;607;707;;;-1
1737579;PARE-BRISE V CHAUFFANT (INTERMITTENT);FORD (EU);DIVERS;Unitaire;20;0,00 €;0;724.74;;607;707;;;0
52092980;PARE-BRISE V CAPTEUR PLUIE;FIAT;DIVERS;Unitaire;20;0,00 €;0;452.76;;607;707;;;0
7262BGSH RENAULT CLIO III 3P/5P (05-13): LUNETTE VERT SOLAR ;RENAULT CLIO III 3P/5P (05-13): LUNETTE VERT SOLAR CHAUFF.;DIVERS;DIVERS;;20;0,00 €;100;73.1417;;607;707;;;0
RENAULT | MEGANE | BRK 5P | I 1996-2003 | LUNETTE;RENAULT | MEGANE | BRK 5P | I 1996-2003 | LUNETTE;DIVERS;DIVERS;;20;0,00 €;100;73.9083;;607;707;;;0
CUSTODE ARRIERE DROIT VERT SCENIC II 03-09;CUSTODE ARRIERE DROIT VERT SCENIC II 03-09;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
CUSTODE ARRIERE DROIT VERT AV FONCEE 1007 3P 05-09;CUSTODE ARRIERE DROIT VERT AV FONCEE 1007 3P 05-09;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
MERCEDES CLASSE A II (W169) 3P/5P (04-12): LUNETTE VERT SOLA;MERCEDES CLASSE A II (W169) 3P/5P (04-12): LUNETTE VERT SOLAR CHAUFF. + FEU STOP + GPS + ANT.+ ALARM;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
7257RGSV5RQW;7257RGSV5RQW;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
7239BGSEW;7239BGSEW;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
6547RGDH3RQ;6547RGDH3RQ;DIVERS;DIVERS;;20;0,00 €;100;55;;607;707;;;0
4135RGNE5FD;4135RGNE5FD;DIVERS;DIVERS;;20;0,00 €;100;62.5;;607;707;;;0
LUNETTE VERT RENAULT MEGANE 1 BREAK 99-03 7239BGSEW;LUNETTE VERT RENAULT MEGANE 1 BREAK 99-03 7239BGSEW;DIVERS;DIVERS;;20;0,00 €;100;80;;607;707;;;0
00008116KP;PARE-BRISE V (YC JOINTS);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;769.46;;607;707;;;0
OPEL ZAFIRA B 5P (05-11): DÉFLECTEUR ARRIÈRE DROIT VERT SURT;OPEL ZAFIRA B 5P (05-11): DÉFLECTEUR ARRIÈRE DROIT VERT SURTEINTÉ;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
;VOLKSWAGEN GOLF V 5P (03-08): PORTE AVANT DROITE VERT SOLAR;;VOLKSWAGEN GOLF V 5P (03-08): PORTE AVANT DROITE VERT SOLAR;DIVERS;;;20;0;100;0;;607;707;
A1696700300;PARE-BRISE V CAPTEUR PLUIE (PREEQUIP.TAXI/VEH.LOCATIO);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;288.09;;607;707;;;0
8200416962;PARE-BRISE V;RENAULT;DIVERS;Unitaire;20;0,00 €;0;412.32;;607;707;;;0
2 PNEUS MONTAGE EQUILIBRAGE;2 PNEUS MONTAGE EQUILIBRAGE;DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;0
CLIGNOTANT;CLIGNOTANT;DIVERS;DIVERS;;20;0,00 €;100;46;;607;707;;;0
4440AGSBLMOV1B;Pare-brise vert dégradé bleu;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;570.11;;607;707;;;0
9806252880;GLACE MOBILE V PTE AVG;PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;87.44;;607;707;;;0
9806252780;GLACE MOBILE V PTE AVD;PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;87.44;;607;707;;;0
7701071024;LUNETTE V CHAUFFANTE;RENAULT;DIVERS;Unitaire;20;0,00 €;0;181.06;;607;707;;;0
7290AGAMV6X;Pare-brise vert;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;419.07;;607;707;;;0
727125352R;PARE-BRISE V CAPTEUR PLUIE (REF.SOLEIL/REGARD VIN);RENAULT;DIVERS;Unitaire;20;0,00 €;0;521.77;;607;707;;;-1
PARE BRISE AURIS CAPT CAM 8409AGACMZ;PARE BRISE AURIS CAPT CAM 8409AGACMZ;DIVERS;DIVERS;;20;0,00 €;100;160;;607;707;;;0
VITRE AVG ISUZU 6304LGNP4FDW;VITRE AVG ISUZU 6304LGNP4FDW;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
3575AGSVZ;Pare-brise vert solar;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;345.22;;607;707;;;0
PEUGEOT 308 3P/5P (07-14) : LUNETTE ARRIERE VERT SOLAR CHAUF;PEUGEOT 308 3P/5P (07-14) : LUNETTE ARRIERE VERT SOLAR CHAUFF. + ACC.;DIVERS;DIVERS;;20;0,00 €;100;154.4;;607;707;;;0
BMW | 3 SERIE | BRK 5P | E91 2005-2012 | FIXE PORTE ARRIÈRE ;BMW | 3 SERIE | BRK 5P | E91 2005-2012 | FIXE PORTE ARRIÈRE GAUCHE;DIVERS;DIVERS;;20;0,00 €;100;51.375;;607;707;;;0
TOYOTA VERSO S PHASE I 5P (11-): PARE BRISE VERT ACOUST. + A;TOYOTA VERSO S PHASE I 5P (11-): PARE BRISE VERT ACOUST. + ACC.;DIVERS;DIVERS;;20;0,00 €;100;125;;607;707;;;0
VITRE MOBILE AVANT GAUCHE VERT C4 PICASSO ;VITRE MOBILE AVANT GAUCHE VERT C4 PICASSO 2735LGSM5FD;DIVERS;DIVERS;;20;0,00 €;100;27.9083;;607;707;;;0
RENAULT | CLIO | BRK 5P | III 2007-2013 | GLACE PORTE ARRIÈR;RENAULT | CLIO | BRK 5P | III 2007-2013 | GLACE PORTE ARRIÈRE GAUCHE;DIVERS;DIVERS;;20;0,00 €;100;39;;607;707;;;0
BMW 4 SERIE F33 PHASE I (14-17) & PHASE II CAB (17-): PARE B;2475AGNCMV4P BMW 4 SERIE F33 PHASE I (14-17) & PHASE II CAB (17-): PARE BRISE VERT + SUPP.CAM. + CAPT.PL./LU. + FEN.(CHGT EMB.RETRO.);DIVERS;DIVERS;;20;0,00 €;100;172;;607;707;;;0
PARE-BRISE V ATHERMIQUE ;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC EMBASE/EQUIP.CAMERA);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;636.55;;607;707;;;0
1612892980;PARE-BRISE V CAPTEUR PLUIE (+JT/ACOUST/FREIN.URGENCE);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;532.4;;607;707;;;0
PARE-BRISE VERT BANDEAU VERT MAN TG BAS /TGS/TGL/TGM 00-;PARE-BRISE VERT BANDEAU VERT MAN TG BAS /TGS/TGL/TGM 00-;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;0
A2536700701;PARE-BRISE V CAPTEUR PLUIE (TET.HTE/TV NUM/VIDEO MBUX);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;638.5;;607;707;;;0
2 pneus 1957516c;2 pneus 1957516c;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;-17
13204040;ENJOLIVEUR SUP PARE-BRISE;OPEL;DIVERS;Unitaire;20;0,00 €;0;24.36;;607;707;;;-1
13128119;PARE-BRISE V (ABSORB.THERMIQUE);OPEL;DIVERS;Unitaire;20;0,00 €;0;417.89;;607;707;;;0
51869122;PARE-BRISE V CAPTEUR PLUIE (REFLECH.SOLEIL);FIAT;DIVERS;Unitaire;20;0,00 €;0;383.24;;607;707;;;0
7296AGAMV1C;Pare-brise vert;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;372.96;;607;707;;;0
A1766702100;PARE-BRISE V CAPTEUR PLUIE (DET.VOIE AUTO/EQUIP.TV);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;360.24;;607;707;;;0
12782461;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (EQUIP.CAMERA);OPEL;DIVERS;Unitaire;20;0,00 €;0;1331.28;;607;707;;;0
PARE BRISE VOLVO S90 8845CCMUVZ1L;PARE BRISE VOLVO S90 8845CCMUVZ1L;DIVERS;DIVERS;;20;0,00 €;100;319.93;;607;707;;;0
PARE BRISE CITROEN AX 2719AGN;PARE BRISE CITROEN AX 2719AGN;DIVERS;DIVERS;;20;0,00 €;100;53.55;;607;707;;;0
